"Proc","EventDur","EC1","EC2","EC3","Time","SeqIndx"
16,94,2,245,418,7,1
16,13825,2,204,319,13,157
16,13820,2,204,319,10,157
16,90,2,245,418,7,1
16,10,2,245,418,6,2
16,94,2,245,418,6,1
16,90,2,245,418,6,1
16,18,2,245,418,9,2
16,122,1,100,0,25,3
16,24,2,245,418,8,2
16,90,2,245,418,10,1
16,228,2,204,317,10,61
16,122,1,100,0,22,3
16,100,2,245,418,9,1
16,130,1,100,0,25,3
16,128,1,100,0,4,3
16,142,1,100,0,27,3
16,144,1,100,0,8,3
16,102,2,245,418,8,1
16,142,1,100,0,23,3
16,124,1,100,0,22,3
16,128,1,100,0,25,3
16,118,2,245,418,6,1
16,148,2,245,418,7,1
16,94,2,245,418,7,1
16,214,2,204,317,10,61
16,182,1,100,0,5,3
16,142,1,100,0,24,3
16,68,1,100,0,4,9
16,116,2,245,418,8,1
16,106,2,245,418,7,1
16,140,1,100,0,29,3
16,162,1,100,0,5,3
16,143,2,245,418,9,1
16,104,2,245,418,8,1
16,120,2,245,418,6,1
16,130,1,100,0,4,3
16,274,1,100,0,5,3
16,95,2,245,418,5,1
16,18,2,245,418,6,2
16,124,1,100,0,5,3
16,106,2,245,418,8,1
16,123,1,100,0,4,3
16,116,2,245,418,9,1
16,100,2,245,418,7,1
16,112,2,245,418,7,1
16,134,1,100,0,16,3
16,142,2,245,418,6,1
16,13821,2,204,319,11,157
16,212,2,204,317,25,61
16,104,2,245,418,8,1
16,74,2,245,418,7,2
16,388,2,245,418,10,4
16,101,2,245,418,7,1
16,132,2,245,418,7,1
16,112,2,245,418,6,1
16,154,1,100,0,28,3
16,118,2,245,418,7,1
16,128,2,245,418,5,1
16,154,1,100,0,21,3
16,108,2,245,418,7,1
16,13804,2,204,319,13,157
16,234,1,100,0,7,3
16,112,2,245,418,6,1
16,122,1,100,0,4,3
16,108,2,245,418,6,1
16,118,1,100,0,4,3
16,140,2,245,418,9,1
16,158,2,245,418,9,1
16,172,2,245,418,8,1
16,128,1,100,0,5,3
16,96,2,245,418,9,1
16,138,2,245,418,9,1
16,13866,2,204,319,18,157
16,13474,2,204,319,10,153
16,96,2,245,418,7,1
16,178,1,100,0,5,3
16,410,2,245,418,8,4
16,124,1,100,0,24,3
16,124,2,245,418,8,1
16,96,2,245,418,9,1
16,144,1,100,0,4,3
16,112,1,100,0,4,3
16,96,2,245,418,5,1
16,13485,2,204,319,11,153
16,218,2,204,317,11,61
16,158,1,100,0,18,3
16,130,2,245,418,7,1
16,140,1,100,0,5,3
16,13436,2,204,319,16,153
16,98,2,245,418,9,1
16,13830,2,204,319,14,157
16,124,2,245,418,6,1
16,146,1,100,0,25,3
16,144,1,100,0,13,3
16,13820,2,204,319,17,157
16,145,1,100,0,22,3
16,89,2,245,418,6,1
16,98,2,245,418,9,1
16,96,2,245,418,8,1
16,118,1,100,0,29,3
16,90,2,245,418,5,1
16,94,2,245,418,6,1
16,298,1,100,0,9,3
16,99,2,245,418,8,1
16,108,2,245,418,9,1
16,124,2,245,418,6,4
16,122,1,100,0,27,3
16,92,2,245,418,6,1
16,132,1,100,0,24,3
16,96,2,245,418,7,1
16,136,2,245,418,9,1
16,108,2,245,418,9,1
16,421,2,245,418,8,1
16,132,1,100,0,4,3
16,106,2,245,418,5,1
16,106,2,245,418,8,1
16,120,1,100,0,16,3
16,488,2,245,418,6,5
16,134,2,245,418,6,1
16,114,2,245,418,9,1
16,98,2,245,418,6,1
16,106,2,245,418,10,1
16,122,1,100,0,24,3
16,154,1,100,0,15,3
16,186,1,100,0,5,3
16,13489,2,204,319,10,155
16,98,2,245,418,9,1
16,106,2,245,418,8,1
16,138,1,100,0,21,3
16,122,1,100,0,29,3
16,92,2,245,418,5,1
16,13852,2,204,319,17,157
16,126,1,100,0,4,3
16,13810,2,204,319,14,218
16,104,2,245,418,7,1
16,117,2,245,418,10,1
16,288,1,100,0,27,15
16,96,2,245,418,9,1
16,103,2,245,418,6,1
16,134,1,100,0,20,3
16,166,1,100,0,4,3
16,100,2,245,418,9,1
16,618,1,100,0,24,149
16,114,2,245,418,7,1
16,7088,2,204,319,11,110
16,120,2,245,418,8,1
16,94,2,245,418,6,1
16,142,2,245,418,6,1
16,132,2,245,418,9,1
16,138,2,245,418,8,1
16,7154,2,204,319,21,110
16,148,1,100,0,14,3
16,96,2,245,418,6,1
16,96,2,245,418,7,1
16,106,2,245,418,8,1
16,7170,2,204,319,13,110
16,196,1,100,0,9,9
16,1202,1,100,0,25,15
16,98,2,245,418,9,1
16,118,1,100,0,26,3
16,90,2,245,418,7,1
16,78,1,100,0,4,9
16,124,2,245,418,7,1
16,94,2,245,418,8,1
16,200,1,100,0,5,3
16,137,1,100,0,28,3
16,132,1,100,0,5,3
16,104,2,245,418,9,1
16,116,2,245,418,9,1
16,120,1,100,0,4,3
16,100,2,245,418,8,1
16,126,1,100,0,5,3
16,13424,2,204,319,17,153
16,124,2,245,418,6,1
16,114,2,245,418,7,1
16,118,2,245,418,6,1
16,132,1,100,0,4,3
16,98,2,245,418,7,1
16,98,2,245,418,9,1
16,116,2,245,418,8,1
16,13846,2,204,319,27,157
16,160,1,100,0,17,3
16,454,2,245,418,7,1
16,132,2,245,418,7,1
16,106,2,245,418,7,1
16,144,2,245,418,7,1
16,13827,2,204,319,11,157
16,112,2,245,418,8,1
16,176,1,100,0,4,20
16,130,1,100,0,4,3
16,140,2,245,418,6,1
16,152,1,100,0,5,3
16,151,1,100,0,29,3
16,460,1,100,0,20,15
16,118,2,245,418,6,1
16,148,2,245,418,7,1
16,109,2,245,418,8,1
16,104,2,245,418,7,1
16,92,2,245,418,9,1
16,98,2,245,418,7,1
16,758,2,245,418,9,6
16,136,1,100,0,27,3
16,118,1,100,0,5,3
16,110,1,100,0,26,3
16,116,1,100,0,27,3
16,102,2,245,418,8,1
16,13822,2,204,319,17,157
16,94,2,245,418,7,1
16,146,2,245,418,8,1
16,134,2,245,418,10,1
16,136,1,100,0,4,3
16,13405,2,204,319,12,153
16,372,2,245,418,8,4
16,438,2,245,418,7,5
16,142,1,100,0,5,3
16,212,2,245,418,8,1
16,13822,2,204,319,12,157
16,100,2,245,418,8,1
16,90,2,245,418,6,1
16,420,2,245,418,7,1
16,124,1,100,0,4,3
16,126,1,100,0,4,3
16,122,2,245,418,9,1
16,96,2,245,418,7,1
16,138,1,100,0,22,3
16,140,2,245,418,6,1
16,66,1,100,0,29,9
16,122,1,100,0,4,3
16,90,2,245,418,7,1
16,118,1,100,0,25,3
16,108,2,245,418,9,1
16,138,2,245,418,8,1
16,114,2,245,418,6,1
16,132,1,100,0,26,3
16,140,1,100,0,21,3
16,137,2,245,418,7,1
16,114,1,100,0,22,3
16,112,2,245,418,6,1
16,100,2,245,418,6,1
16,12,1,104,0,11,22
16,90,2,245,418,7,1
16,162,1,100,0,14,3
16,132,1,100,0,16,3
16,162,1,100,0,17,3
16,102,2,245,418,7,1
16,162,1,100,0,23,3
16,126,2,245,418,7,1
16,96,2,245,418,7,1
16,112,2,245,418,7,1
16,122,1,100,0,4,3
16,94,2,245,418,6,1
16,122,1,100,0,4,3
16,140,1,100,0,26,3
16,136,1,100,0,23,3
16,10,2,245,418,6,2
16,142,1,100,0,5,3
16,106,2,245,418,9,1
16,120,2,245,418,8,1
16,88,2,245,418,7,1
16,13384,2,204,319,10,153
16,126,1,100,0,27,3
16,94,2,245,418,7,1
16,138,2,245,418,7,1
16,136,1,100,0,22,3
16,110,2,245,418,7,1
16,125,1,100,0,24,3
16,128,1,100,0,4,3
16,13796,2,204,319,13,157
16,112,2,245,418,7,1
16,7129,2,204,319,10,110
16,120,2,245,418,7,1
16,130,1,100,0,4,3
16,159,2,245,418,9,1
16,106,2,245,418,7,1
16,138,1,100,0,4,3
16,154,2,245,418,9,1
16,13819,2,204,319,12,157
16,130,1,100,0,21,3
16,158,1,100,0,19,3
16,100,2,245,418,9,1
16,144,1,100,0,4,3
16,104,2,245,418,7,1
16,130,1,100,0,29,3
16,108,2,245,418,8,1
16,13897,2,204,319,20,157
16,106,2,245,418,9,1
16,102,2,245,418,8,1
16,148,1,100,0,21,3
16,96,2,245,418,6,1
16,126,1,100,0,21,3
16,106,2,245,418,8,1
16,10,1,104,0,17,22
16,112,2,245,418,9,1
16,104,2,245,418,9,1
16,100,2,245,418,6,1
16,160,2,245,418,8,1
16,128,1,100,0,24,3
16,120,1,100,0,25,3
16,208,1,100,0,27,3
16,186,2,245,418,9,1
16,94,2,245,418,6,1
16,112,2,245,418,7,1
16,120,2,245,418,5,1
16,124,1,100,0,26,3
16,124,1,100,0,5,3
16,146,1,100,0,24,3
16,100,2,245,418,8,1
16,146,2,245,418,9,1
16,104,2,245,418,9,1
16,120,1,100,0,27,3
16,144,2,245,418,7,1
16,132,2,245,418,5,1
16,141,1,100,0,16,3
16,156,1,100,0,5,3
16,106,2,245,418,8,1
16,150,1,100,0,5,3
16,94,2,245,418,6,1
16,94,2,245,418,8,1
16,96,2,245,418,9,1
16,88,2,245,418,7,1
16,100,2,245,418,8,1
16,148,1,100,0,14,3
16,134,1,100,0,25,3
16,192,2,204,317,10,59
16,178,1,100,0,19,3
16,130,1,100,0,27,3
16,92,2,245,418,7,1
16,94,2,245,418,9,1
16,114,2,245,418,7,1
16,502,2,245,418,8,1
16,90,2,245,418,6,1
16,126,1,100,0,28,3
16,168,1,100,0,15,3
16,96,2,245,418,9,1
16,98,2,245,418,10,1
16,98,2,245,418,9,1
16,106,2,245,418,9,1
16,96,2,245,418,7,1
16,102,2,245,418,7,1
16,62,1,100,0,28,9
16,136,1,100,0,4,3
16,90,2,245,418,6,1
16,182,2,245,418,7,1
16,104,2,245,418,9,1
16,172,2,245,418,9,1
16,138,1,100,0,4,3
16,166,2,245,418,9,1
16,128,1,100,0,15,3
16,130,1,100,0,16,3
16,92,2,245,418,6,1
16,104,2,245,418,9,1
16,13900,2,204,319,13,157
16,100,2,245,418,6,1
16,450,2,245,418,9,1
16,144,1,100,0,29,3
16,140,1,100,0,23,3
16,116,1,100,0,5,3
16,154,2,245,418,6,1
16,104,2,245,418,6,1
16,134,1,100,0,20,3
16,13894,2,204,319,24,157
16,104,2,245,418,9,1
16,104,2,245,418,9,1
16,108,2,245,418,7,1
16,432,2,245,418,9,1
16,130,2,245,418,8,1
16,98,2,245,418,9,1
16,190,1,100,0,26,3
16,98,2,245,418,7,1
16,110,2,245,418,8,1
16,104,2,245,418,8,1
16,102,2,245,418,9,1
16,102,2,245,418,9,1
16,320,1,100,0,9,3
16,142,1,100,0,22,3
16,100,2,245,418,9,1
16,217,1,100,0,23,3
16,129,2,245,418,8,1
16,96,2,245,418,7,1
16,96,2,245,418,7,1
16,114,1,100,0,4,3
16,140,1,100,0,22,3
16,166,1,100,0,4,3
16,96,2,245,418,8,1
16,100,2,245,418,8,1
16,104,2,245,418,7,1
16,456,2,245,418,10,1
16,133,1,100,0,27,3
16,130,1,100,0,24,3
16,92,2,245,418,7,1
16,150,1,100,0,5,3
16,116,2,245,418,7,1
16,270,1,100,0,20,280
16,100,2,245,418,6,1
16,98,2,245,418,9,1
16,106,2,245,418,7,1
16,150,2,250,405,10,12
16,13806,2,204,319,20,157
16,124,1,100,0,5,3
16,140,1,100,0,4,3
16,92,2,245,418,8,1
16,142,1,100,0,18,3
16,130,1,100,0,4,3
16,114,2,245,418,9,1
16,486,2,245,418,10,1
16,136,1,100,0,21,3
16,116,2,245,418,8,1
16,3702,2,204,313,10,61
16,128,1,100,0,26,3
16,122,2,245,418,9,1
16,141,1,100,0,22,3
16,148,1,100,0,26,3
16,118,1,100,0,5,3
16,426,2,245,418,9,1
16,112,2,245,418,8,1
16,96,2,245,418,8,1
16,128,1,100,0,4,3
16,476,2,245,418,8,1
16,122,2,245,418,7,1
16,196,1,100,0,29,20
16,136,1,100,0,28,3
16,168,2,245,418,7,1
16,95,2,245,418,7,1
16,116,1,100,0,29,3
16,144,1,100,0,22,3
16,136,2,245,418,8,1
16,131,1,100,0,22,3
16,130,1,100,0,5,3
16,142,2,245,418,9,1
16,348,2,245,418,8,4
16,154,2,245,418,6,1
16,110,1,100,0,25,3
16,106,2,245,418,9,1
16,136,1,100,0,28,3
16,102,2,245,418,9,1
16,156,1,100,0,4,3
16,140,2,245,418,9,1
16,151,1,100,0,22,3
16,90,2,245,418,6,1
16,7131,2,204,319,11,110
16,142,1,100,0,26,3
16,178,2,245,418,7,1
16,13810,2,204,319,25,157
16,514,2,245,418,9,1
16,134,2,245,418,6,1
16,122,2,245,418,8,1
16,124,2,245,418,9,1
16,122,1,100,0,24,3
16,104,2,245,418,10,1
16,148,2,245,418,6,1
16,141,1,100,0,4,3
16,150,2,245,418,7,1
16,13828,2,204,319,24,157
16,126,1,100,0,16,3
16,102,2,245,418,8,1
16,144,1,100,0,15,3
16,100,2,245,418,8,1
16,144,1,100,0,25,3
16,7100,2,204,319,12,112
16,93,2,245,418,8,1
16,132,1,100,0,4,3
16,435,2,245,418,8,1
16,198,1,100,0,18,20
16,160,2,245,418,8,1
16,112,2,245,418,7,1
16,124,1,100,0,4,3
16,158,2,245,418,9,1
16,146,1,100,0,25,3
16,102,2,245,418,7,1
16,96,2,245,418,7,1
16,160,1,100,0,5,3
16,122,1,100,0,26,3
16,184,1,100,0,5,3
16,152,1,100,0,12,3
16,134,1,100,0,29,3
16,124,2,245,418,9,1
16,138,2,245,418,9,1
16,120,1,100,0,25,3
16,419,2,245,418,8,1
16,13861,2,204,319,17,157
16,92,2,245,418,6,1
16,148,2,245,418,8,1
16,140,1,100,0,19,3
16,92,2,245,418,7,1
16,126,2,245,418,8,1
16,152,1,100,0,15,3
16,108,2,245,418,9,1
16,100,2,245,418,7,1
16,156,1,100,0,4,3
16,130,1,100,0,21,3
16,94,2,245,418,8,1
16,132,1,100,0,27,3
16,100,2,245,418,7,1
16,13824,2,204,319,11,157
16,98,2,245,418,9,1
16,110,2,245,418,7,1
16,114,2,245,418,6,1
16,126,1,100,0,5,3
16,120,1,100,0,23,3
16,124,1,100,0,24,3
16,104,2,245,418,7,1
16,92,2,245,418,8,1
16,104,2,245,418,7,1
16,124,1,100,0,4,3
16,13873,2,204,319,13,157
16,106,2,245,418,8,1
16,132,1,100,0,24,3
16,127,1,100,0,27,3
16,134,1,100,0,29,3
16,102,2,245,418,9,1
16,110,1,100,0,5,3
16,214,2,204,317,20,61
16,98,2,245,418,6,1
16,138,1,100,0,25,3
16,206,2,204,317,17,61
16,100,2,245,418,7,1
16,106,2,245,418,9,1
16,90,2,245,418,6,1
16,88,2,245,418,6,1
16,168,1,100,0,5,3
16,146,1,100,0,5,3
16,102,2,245,418,9,1
16,118,1,100,0,4,3
16,13842,2,204,319,19,157
16,13820,2,204,319,11,157
16,92,2,245,418,10,1
16,158,2,245,418,9,1
16,96,2,245,418,8,1
16,138,2,245,418,8,1
16,86,2,245,418,6,1
16,24776,2,204,319,12,165
16,104,2,245,418,8,1
16,98,2,245,418,5,1
16,122,1,100,0,26,3
16,102,2,245,418,6,1
16,94,2,245,418,7,1
16,94,2,245,418,8,1
16,97,2,245,418,7,1
16,133,1,100,0,4,3
16,218,2,204,317,21,61
16,124,1,100,0,27,3
16,118,1,100,0,4,3
16,112,1,100,0,4,3
16,90,2,245,418,10,1
16,104,2,245,418,7,1
16,430,2,245,418,8,1
16,114,2,245,418,8,1
16,99,2,245,418,9,1
16,112,1,100,0,27,3
16,104,2,245,418,7,1
16,154,1,100,0,19,3
16,140,1,100,0,17,3
16,112,2,245,418,7,1
16,108,2,245,418,8,1
16,98,2,245,418,7,1
16,122,1,100,0,28,3
16,96,2,245,418,6,1
16,460,2,245,418,6,1
16,422,2,245,418,7,1
16,100,2,245,418,8,1
16,124,1,100,0,26,3
16,13408,2,204,319,11,153
16,216,2,204,317,16,61
16,102,2,245,418,8,1
16,108,2,245,418,8,1
16,88,2,245,418,7,1
16,12,1,104,0,20,22
16,192,1,100,0,5,3
16,128,1,100,0,4,3
16,150,1,100,0,23,3
16,90,2,245,418,9,1
16,132,2,245,418,8,1
16,94,2,245,418,9,1
16,142,1,100,0,17,3
16,230,1,100,0,18,3
16,118,1,100,0,15,3
16,116,1,100,0,4,3
16,128,1,100,0,25,3
16,132,1,100,0,14,3
16,146,1,100,0,29,3
16,104,2,245,418,9,1
16,98,2,245,418,9,1
16,136,2,245,418,9,1
16,154,2,245,418,7,1
16,120,1,100,0,26,3
16,130,1,100,0,18,3
16,116,2,245,418,10,1
16,419,2,245,418,6,1
16,118,2,245,418,9,1
16,118,1,100,0,5,3
16,154,1,100,0,4,3
16,147,1,100,0,29,3
16,144,1,100,0,27,3
16,104,2,245,418,6,1
16,446,2,245,418,8,1
16,116,2,245,418,9,1
16,104,2,245,418,9,1
16,124,2,245,418,6,1
16,152,2,245,418,9,1
16,3553,1,100,0,25,15
16,146,2,245,418,7,1
16,538,2,245,418,10,5
16,90,2,245,418,8,1
16,96,2,245,418,8,1
16,104,2,245,418,9,1
16,106,2,245,418,7,1
16,280,1,100,0,4,280
16,102,2,245,418,7,1
16,104,2,245,418,8,1
16,86,2,245,418,8,1
16,138,1,100,0,27,3
16,106,2,245,418,6,1
16,142,1,100,0,4,3
16,132,1,100,0,4,3
16,106,2,245,418,7,1
16,108,2,245,418,9,1
16,140,1,100,0,26,3
16,143,1,100,0,5,3
16,122,1,100,0,18,3
16,407,2,245,418,9,4
16,108,2,245,418,8,1
16,138,2,245,418,7,1
16,166,1,100,0,28,3
16,112,1,100,0,4,3
16,208,2,204,317,10,61
16,176,1,100,0,5,3
16,147,1,100,0,4,3
16,108,2,245,418,8,1
16,96,2,245,418,10,1
16,108,1,100,0,4,3
16,104,2,245,418,10,1
16,114,2,245,418,8,1
16,134,2,245,418,6,1
16,126,1,100,0,5,3
16,7131,2,204,319,12,110
16,128,2,245,418,6,1
16,492,1,100,0,29,15
16,142,1,100,0,29,3
16,138,1,100,0,22,3
16,100,2,245,418,9,1
16,96,2,245,418,7,1
16,118,1,100,0,24,3
16,132,1,100,0,5,3
16,148,2,245,418,10,1
16,94,2,245,418,9,1
16,132,1,100,0,5,3
16,110,2,245,418,6,1
16,108,2,245,418,9,1
16,475,2,245,418,9,1
16,150,1,100,0,22,3
16,122,1,100,0,27,3
16,124,2,245,418,7,1
16,130,2,245,418,6,1
16,146,1,100,0,5,3
16,348,2,245,418,7,4
16,13796,2,204,319,11,157
16,96,2,245,418,8,1
16,128,1,100,0,21,3
16,200,2,245,418,8,1
16,128,2,245,418,6,1
16,146,1,100,0,20,3
16,416,2,245,418,9,4
16,94,2,245,418,7,1
16,104,2,245,418,7,1
16,95,2,245,418,7,1
16,134,1,100,0,25,3
16,98,2,245,418,6,1
16,12,2,245,418,8,2
16,96,2,245,418,7,1
16,94,2,245,418,7,1
16,13876,2,204,319,14,157
16,122,2,245,418,6,1
16,104,2,245,418,8,1
16,120,1,100,0,26,3
16,106,2,245,418,9,1
16,152,2,245,418,7,1
16,124,2,245,418,9,1
16,110,2,245,418,7,1
16,150,1,100,0,22,3
16,13845,2,204,319,11,157
16,132,1,100,0,14,3
16,96,2,245,418,6,1
16,7122,2,204,319,16,110
16,118,2,245,418,7,1
16,90,2,245,418,8,1
16,118,2,245,418,8,1
16,134,2,245,418,7,1
16,140,1,100,0,25,3
16,94,2,245,418,8,1
16,144,2,245,418,9,1
16,5119,1,100,0,28,313
16,122,1,100,0,27,3
16,13550,2,204,319,11,157
16,132,1,100,0,23,3
16,102,2,245,418,7,1
16,106,2,245,418,6,1
16,110,2,245,418,9,1
16,120,2,245,418,9,1
16,94,2,245,418,9,1
16,10329,2,204,319,26,141
16,152,2,245,418,8,1
16,114,1,100,0,29,3
16,98,2,245,418,8,1
16,110,1,100,0,24,3
16,134,1,100,0,4,3
16,10311,2,204,319,19,141
16,152,1,100,0,25,3
16,126,1,100,0,22,3
16,14075,2,204,319,12,157
16,134,2,245,418,8,1
16,128,1,100,0,23,3
16,84,1,100,0,27,9
16,92,2,245,418,6,1
16,13885,2,204,319,11,157
16,136,1,100,0,25,3
16,126,1,100,0,28,3
16,106,2,245,418,8,1
16,132,1,100,0,4,3
16,124,2,245,418,8,1
16,206,2,245,418,8,1
16,106,2,245,418,9,1
16,146,1,100,0,14,3
16,122,1,100,0,22,3
16,144,1,100,0,25,3
16,144,2,245,418,9,1
16,138,1,100,0,16,3
16,92,2,245,418,6,1
16,112,2,245,418,7,1
16,128,1,100,0,4,3
16,130,1,100,0,5,3
16,96,2,245,418,6,1
16,94,2,245,418,8,1
16,138,1,100,0,15,3
16,7093,2,204,319,11,110
16,144,1,100,0,4,3
16,133,1,100,0,29,3
16,162,1,100,0,25,3
16,192,1,100,0,21,3
16,90,2,245,418,10,1
16,100,2,245,418,6,1
16,94,2,245,418,7,1
16,134,1,100,0,16,3
16,429,2,245,418,8,1
16,100,2,245,418,9,1
16,108,1,100,0,24,3
16,110,2,245,418,9,1
16,104,2,245,418,9,1
16,114,2,245,418,7,1
16,126,1,100,0,26,3
16,136,1,100,0,26,3
16,132,2,245,418,6,1
16,96,2,245,418,10,1
16,138,1,100,0,5,3
16,158,2,245,418,9,1
16,136,2,245,418,9,1
16,128,1,100,0,24,3
16,124,1,100,0,18,3
16,146,1,100,0,18,3
16,116,2,245,418,6,1
16,13771,2,250,405,10,147
16,128,1,100,0,20,3
16,132,1,100,0,26,3
16,104,2,245,418,9,1
16,126,2,245,418,7,1
16,186,2,245,418,9,1
16,126,2,245,418,8,1
16,13892,2,204,319,22,157
16,86,2,245,418,9,1
16,13885,2,204,319,17,157
16,160,2,245,418,7,1
16,164,1,100,0,20,3
16,102,2,245,418,6,1
16,744,2,245,418,9,5
16,136,1,100,0,29,3
16,114,2,245,418,8,1
16,108,2,245,418,8,1
16,186,2,245,418,9,1
16,94,2,245,418,8,1
16,130,2,245,418,8,1
16,102,2,245,418,9,1
16,142,1,100,0,28,3
16,132,2,245,418,9,1
16,122,2,245,418,9,1
16,13486,2,204,319,13,157
16,100,2,245,418,8,1
16,13852,2,204,319,14,157
16,112,2,245,418,7,1
16,134,1,100,0,25,3
16,124,1,100,0,18,3
16,6758,2,204,319,28,110
16,13823,2,204,319,18,157
16,116,1,100,0,4,3
16,98,2,245,418,6,1
16,114,2,245,418,8,1
16,108,2,245,418,9,1
16,96,2,245,418,8,1
16,383,2,245,418,9,4
16,102,2,245,418,9,1
16,146,1,100,0,14,3
16,92,2,245,418,8,1
16,146,1,100,0,28,3
16,158,1,100,0,5,3
16,94,2,245,418,7,1
16,92,2,245,418,8,1
16,13877,2,204,319,17,157
16,396,2,245,418,7,4
16,110,2,245,418,6,1
16,90,2,245,418,7,1
16,134,2,245,418,9,1
16,92,2,245,418,9,1
16,98,2,245,418,7,1
16,98,2,245,418,5,1
16,94,2,245,418,6,1
16,92,2,245,418,8,1
16,424,2,245,418,7,1
16,140,2,245,418,9,1
16,148,1,100,0,24,3
16,26,2,245,418,7,2
16,122,2,245,418,9,1
16,122,1,100,0,4,3
16,90,2,245,418,6,1
16,94,2,245,418,8,1
16,116,1,100,0,23,3
16,98,2,245,418,9,1
16,13790,2,204,319,13,157
16,94,2,245,418,6,1
16,206,2,245,418,8,1
16,430,2,245,418,7,1
16,136,1,100,0,27,3
16,90,2,245,418,7,1
16,474,1,100,0,29,15
16,140,1,100,0,27,3
16,108,2,245,418,5,1
16,92,2,245,418,7,1
16,108,2,245,418,7,1
16,126,1,100,0,12,3
16,96,2,245,418,6,1
16,96,2,245,418,9,1
16,146,2,245,418,5,1
16,226,2,204,317,16,61
16,513,2,245,418,9,5
16,110,2,245,418,8,1
16,106,2,245,418,7,1
16,104,2,245,418,9,1
16,94,2,245,418,6,1
16,92,2,245,418,6,1
16,108,2,245,418,8,1
16,18,2,245,418,7,2
16,190,1,100,0,19,20
16,118,1,100,0,5,3
16,136,1,100,0,24,3
16,108,2,245,418,8,1
16,138,1,100,0,27,3
16,98,2,245,418,9,1
16,144,1,100,0,25,3
16,428,2,245,418,8,1
16,100,2,245,418,9,1
16,126,1,100,0,26,3
16,138,1,100,0,4,3
16,92,2,245,418,8,1
16,90,2,245,418,7,1
16,114,2,245,418,8,1
16,134,1,100,0,29,3
16,112,2,245,418,6,1
16,98,2,245,418,7,1
16,165,2,245,418,10,1
16,13476,2,204,319,11,157
16,146,2,245,418,9,1
16,94,2,245,418,6,1
16,7121,2,204,319,26,110
16,106,2,245,418,7,1
16,93,2,245,418,5,1
16,144,1,100,0,5,3
16,126,1,100,0,4,3
16,130,1,100,0,27,3
16,94,2,245,418,7,1
16,88,2,245,418,8,1
16,738,2,245,418,9,6
16,117,1,100,0,4,3
16,100,2,245,418,7,1
16,108,2,245,418,7,1
16,118,1,100,0,4,3
16,94,2,245,418,7,1
16,1113,2,245,418,9,10
16,144,1,100,0,29,3
16,116,2,245,418,9,1
16,132,1,100,0,28,3
16,94,2,245,418,7,1
16,100,2,245,418,8,1
16,126,1,100,0,5,3
16,94,2,245,418,5,1
16,96,2,245,418,6,1
16,134,1,100,0,26,3
16,104,2,245,418,7,1
16,162,1,100,0,19,3
16,128,1,100,0,22,3
16,98,2,245,418,6,1
16,140,1,100,0,27,3
16,90,2,245,418,7,1
16,110,1,100,0,5,3
16,124,1,100,0,4,3
16,100,2,245,418,8,1
16,124,1,100,0,5,3
16,124,1,100,0,4,3
16,118,1,100,0,4,3
16,172,2,245,418,8,1
16,411,1,100,0,22,16
16,90,2,245,418,7,1
16,14,1,104,0,11,22
16,108,2,245,418,6,1
16,104,2,245,418,6,1
16,122,2,245,418,7,1
16,137,1,100,0,25,3
16,152,1,100,0,6,9
16,98,2,245,418,10,1
16,143,2,245,418,9,1
16,218,2,245,418,7,1
16,152,1,100,0,13,3
16,106,2,245,418,7,1
16,228,1,100,0,6,3
16,92,2,245,418,8,1
16,13874,2,204,319,23,157
16,6,1,104,0,10,22
16,92,2,245,418,6,1
16,156,1,100,0,28,3
16,96,2,245,418,8,1
16,134,1,100,0,21,3
16,138,1,100,0,17,3
16,184,2,245,418,8,1
16,136,1,100,0,29,3
16,104,2,245,418,7,1
16,138,2,245,418,8,1
16,122,1,100,0,27,3
16,140,1,100,0,18,3
16,140,1,100,0,14,3
16,88,2,245,418,6,1
16,94,2,245,418,6,1
16,92,2,245,418,6,1
16,136,1,100,0,4,3
16,92,2,245,418,7,1
16,124,1,100,0,26,3
16,100,2,245,418,6,1
16,13813,2,204,319,16,157
16,138,2,245,418,6,1
16,92,2,245,418,8,1
16,96,2,245,418,8,1
16,13858,2,204,319,13,157
16,196,2,204,317,21,59
16,141,1,100,0,25,3
16,104,2,245,418,7,1
16,108,2,245,418,8,1
16,130,2,245,418,6,1
16,98,2,245,418,10,1
16,232,2,204,317,14,61
16,7131,2,204,319,16,121
16,146,1,100,0,15,3
16,94,2,245,418,6,1
16,130,1,100,0,5,3
16,150,2,245,418,9,1
16,126,2,245,418,8,1
16,124,1,100,0,4,3
16,110,2,245,418,6,1
16,122,1,100,0,29,3
16,438,2,245,418,7,1
16,122,2,245,418,6,1
16,108,2,245,418,7,1
16,150,1,100,0,28,3
16,102,2,245,418,7,1
16,110,2,245,418,9,1
16,6810,2,204,319,16,110
16,226,1,100,0,8,3
16,82,1,100,0,28,9
16,104,2,245,418,6,1
16,124,1,100,0,23,3
16,148,1,100,0,27,3
16,412,1,100,0,8,20
16,106,2,245,418,7,1
16,94,2,245,418,8,1
16,13805,2,204,319,18,157
16,154,2,245,418,9,1
16,212,1,100,0,6,3
16,108,2,245,418,8,1
16,94,2,245,418,8,1
16,5125,1,100,0,23,313
16,114,2,245,418,9,1
16,114,2,245,418,7,1
16,92,2,245,418,7,1
16,102,2,245,418,6,1
16,116,1,100,0,4,3
16,90,2,245,418,9,1
16,140,1,100,0,4,3
