"Proc","EventDur","EC1","EC2","EC3","Time","SeqIndx"
16,98,2,245,418,7,1
16,146,1,100,0,22,3
16,120,2,245,418,9,1
16,122,2,245,418,7,1
16,138,1,100,0,13,3
16,124,1,100,0,4,3
16,156,2,245,418,9,1
16,142,1,100,0,15,3
16,148,2,245,418,7,1
16,96,2,245,418,9,1
16,130,1,100,0,29,3
16,102,2,245,418,8,1
16,134,1,100,0,20,3
16,133,1,100,0,23,3
16,126,1,100,0,5,3
16,134,1,100,0,23,3
16,168,2,245,418,8,1
16,96,2,245,418,9,1
16,146,1,100,0,29,3
16,424,2,245,418,7,1
16,190,1,100,0,5,3
16,150,1,100,0,23,3
16,174,2,245,418,8,1
16,13449,2,204,319,10,153
16,136,2,245,418,6,1
16,88,2,245,418,7,1
16,112,1,100,0,5,3
16,140,1,100,0,4,3
16,13390,2,204,319,20,153
16,110,2,245,418,7,1
16,128,1,100,0,20,3
16,13869,2,204,319,12,157
16,154,2,245,418,8,1
16,88,2,245,418,5,1
16,110,2,245,418,7,1
16,258,1,100,0,5,3
16,100,2,245,418,7,1
16,126,2,245,418,9,1
16,150,2,245,418,6,1
16,134,1,100,0,25,3
16,104,2,245,418,9,1
16,144,1,100,0,4,3
16,112,2,245,418,8,1
16,136,1,100,0,4,3
16,90,2,245,418,9,1
16,426,2,245,418,9,1
16,92,2,245,418,6,1
16,13889,2,204,319,24,157
16,13872,2,204,319,10,157
16,92,2,245,418,6,1
16,100,2,245,418,9,1
16,152,1,100,0,19,3
16,96,2,245,418,8,1
16,114,2,245,418,6,1
16,132,2,245,418,9,1
16,110,2,245,418,7,1
16,102,2,245,418,7,1
16,434,2,245,418,7,1
16,242,2,245,418,8,1
16,114,2,245,418,9,1
16,13812,2,204,319,20,157
16,110,2,245,418,6,1
16,92,2,245,418,6,1
16,108,2,245,418,9,1
16,132,1,100,0,4,3
16,140,2,245,418,8,1
16,132,1,100,0,28,3
16,104,2,245,418,8,1
16,438,2,245,418,9,1
16,470,2,245,418,8,1
16,140,1,100,0,5,3
16,90,2,245,418,8,1
16,7165,2,204,319,12,110
16,117,1,100,0,4,3
16,136,2,245,418,7,1
16,13872,2,204,319,12,157
16,102,2,245,418,7,1
16,104,2,245,418,9,1
16,94,2,245,418,7,1
16,138,1,100,0,4,3
16,100,2,245,418,6,1
16,116,2,245,418,6,1
16,94,2,245,418,9,1
16,90,2,245,418,6,1
16,220,2,245,418,9,1
16,110,2,245,418,7,1
16,138,2,245,418,7,1
16,96,2,245,418,5,1
16,94,2,245,418,6,1
16,92,2,245,418,9,1
16,92,2,245,418,6,1
16,178,1,100,0,17,3
16,7111,2,204,319,14,110
16,110,2,245,418,9,1
16,427,2,245,418,9,1
16,120,1,100,0,28,3
16,140,1,100,0,23,3
16,122,2,245,418,8,1
16,124,1,100,0,29,3
16,13841,2,204,319,25,157
16,178,2,245,418,6,1
16,108,2,245,418,6,1
16,140,2,245,418,7,1
16,144,1,100,0,4,3
16,134,2,245,418,7,1
16,120,1,100,0,17,3
16,170,1,100,0,5,3
16,100,2,245,418,8,1
16,133,2,245,418,6,1
16,138,1,100,0,4,3
16,152,1,100,0,17,3
16,106,2,245,418,7,1
16,108,2,245,418,8,1
16,98,2,245,418,6,1
16,92,2,245,418,8,1
16,94,2,245,418,6,1
16,196,1,100,0,26,3
16,94,2,245,418,8,1
16,118,1,100,0,4,3
16,134,1,100,0,5,3
16,118,1,100,0,27,3
16,90,2,245,418,9,1
16,13846,2,204,319,14,155
16,102,2,245,418,7,1
16,94,2,245,418,5,1
16,102,2,245,418,7,1
16,556,2,204,317,17,61
16,124,1,100,0,28,3
16,158,2,245,418,8,1
16,152,1,100,0,29,3
16,116,1,100,0,17,3
16,104,2,245,418,8,1
16,138,2,245,418,6,1
16,112,2,245,418,7,1
16,156,1,100,0,5,3
16,150,1,100,0,15,3
16,104,2,245,418,7,1
16,10,1,104,0,10,22
16,134,1,100,0,28,3
16,148,1,100,0,13,3
16,90,2,245,418,9,1
16,108,2,245,418,8,1
16,100,2,245,418,9,1
16,114,2,245,418,8,1
16,138,2,245,418,9,1
16,108,2,245,418,7,1
16,98,2,245,418,9,1
16,136,1,100,0,16,3
16,142,1,100,0,28,3
16,92,2,245,418,9,1
16,132,2,245,418,6,1
16,102,2,245,418,9,1
16,110,2,245,418,9,1
16,90,2,245,418,6,1
16,133,1,100,0,20,3
16,94,2,245,418,7,1
16,104,2,245,418,7,1
16,98,2,245,418,8,1
16,121,1,100,0,29,3
16,178,2,245,418,9,1
16,102,2,245,418,7,1
16,92,2,245,418,7,1
16,306,1,100,0,15,280
16,112,1,100,0,17,3
16,98,2,245,418,8,1
16,88,2,245,418,6,1
16,138,1,100,0,25,3
16,96,2,245,418,6,1
16,156,1,100,0,12,3
16,130,1,100,0,27,3
16,132,1,100,0,4,3
16,140,2,245,418,8,1
16,100,2,245,418,7,1
16,132,1,100,0,28,3
16,174,1,100,0,11,3
16,104,2,245,418,6,1
16,114,2,245,418,8,1
16,120,2,245,418,8,1
16,175,1,100,0,22,3
16,144,2,245,418,7,1
16,108,1,100,0,26,3
16,130,2,245,418,8,1
16,106,2,245,418,6,1
16,106,2,245,418,5,1
16,90,2,245,418,9,1
16,156,2,245,418,6,1
16,160,2,245,418,6,1
16,13907,2,204,319,10,157
16,144,1,100,0,5,3
16,13892,2,204,319,12,157
16,106,2,245,418,9,1
16,116,2,245,418,8,1
16,132,2,245,418,9,1
16,136,1,100,0,23,3
16,142,1,100,0,27,3
16,94,2,245,418,8,1
16,154,1,100,0,26,3
16,132,2,245,418,6,1
16,144,1,100,0,22,3
16,126,1,100,0,13,3
16,126,1,100,0,25,3
16,156,1,100,0,21,3
16,98,2,245,418,7,1
16,126,1,100,0,26,3
16,128,1,100,0,24,3
16,112,2,245,418,9,1
16,130,1,100,0,26,3
16,126,2,245,418,7,1
16,91,2,245,418,7,1
16,122,1,100,0,28,3
16,96,2,245,418,6,1
16,104,2,245,418,6,1
16,98,2,245,418,6,1
16,98,2,245,418,8,1
16,7068,2,204,319,25,110
16,102,2,245,418,7,1
16,92,2,245,418,7,1
16,144,1,100,0,18,3
16,116,2,245,418,6,1
16,208,2,245,418,8,1
16,98,2,245,418,9,1
16,132,2,245,418,9,1
16,13837,2,204,319,15,157
16,128,2,245,418,7,1
16,138,1,100,0,18,3
16,438,2,245,418,9,1
16,94,2,245,418,9,1
16,102,2,245,418,6,1
16,90,2,245,418,6,1
16,108,2,245,418,9,1
16,102,2,245,418,6,1
16,90,2,245,418,7,1
16,60,2,245,418,9,2
16,130,1,100,0,4,3
16,13796,2,204,319,17,157
16,12,1,104,0,10,22
16,144,1,100,0,15,3
16,108,2,245,418,9,1
16,13799,2,204,319,21,157
16,122,2,245,418,9,1
16,120,1,100,0,25,3
16,126,1,100,0,29,3
16,104,2,245,418,9,1
16,100,2,245,418,7,1
16,126,1,100,0,17,3
16,140,2,245,418,7,1
16,96,2,245,418,7,1
16,162,1,100,0,4,3
16,106,2,245,418,8,1
16,110,2,245,418,8,1
16,156,1,100,0,17,3
16,126,1,100,0,26,3
16,98,2,245,418,8,1
16,106,2,245,418,7,1
16,158,1,100,0,27,3
16,92,2,245,418,9,1
16,104,2,245,418,6,1
16,138,1,100,0,22,3
16,132,2,245,418,10,1
16,94,2,245,418,10,1
16,186,1,100,0,23,3
16,146,2,245,418,6,1
16,114,1,100,0,4,3
16,96,2,245,418,7,1
16,13415,2,204,319,15,153
16,140,1,100,0,29,3
16,96,2,245,418,9,1
16,116,1,100,0,19,3
16,108,2,245,418,9,1
16,96,2,245,418,7,1
16,24,2,245,418,6,2
16,13850,2,204,319,25,157
16,106,2,245,418,8,1
16,138,1,100,0,25,3
16,92,2,245,418,6,1
16,146,2,245,418,9,1
16,150,1,100,0,28,3
16,13834,2,204,319,13,157
16,124,1,100,0,4,3
16,164,1,100,0,5,3
16,154,1,100,0,16,3
16,140,1,100,0,5,3
16,112,2,245,418,8,1
16,678,1,100,0,15,15
16,198,2,245,418,7,1
16,150,1,100,0,25,3
16,135,1,100,0,16,3
16,88,2,245,418,7,1
16,106,2,245,418,7,1
16,136,2,245,418,7,1
16,482,2,245,418,6,1
16,130,1,100,0,17,3
16,218,2,204,317,11,61
16,98,2,245,418,6,1
16,126,1,100,0,18,3
16,130,1,100,0,26,3
16,88,2,245,418,10,1
16,104,2,245,418,8,1
16,94,2,245,418,8,1
16,136,1,100,0,25,3
16,88,2,245,418,7,1
16,92,2,245,418,9,1
16,96,2,245,418,9,1
16,124,1,100,0,5,3
16,106,2,245,418,8,1
16,154,1,100,0,4,3
16,142,1,100,0,4,3
16,138,1,100,0,5,3
16,94,2,245,418,7,1
16,140,2,245,418,9,1
16,144,2,245,418,8,1
16,478,2,245,418,9,1
16,128,1,100,0,27,3
16,444,2,245,418,7,1
16,130,1,100,0,28,3
16,92,2,245,418,8,1
16,104,2,245,418,10,1
16,142,1,100,0,15,3
16,126,1,100,0,23,3
16,118,1,100,0,4,3
16,98,2,245,418,7,1
16,110,2,245,418,8,1
16,162,2,245,418,7,1
16,94,2,245,418,6,1
16,124,2,245,418,8,1
16,138,2,245,418,10,1
16,92,2,245,418,8,1
16,102,2,245,418,9,1
16,126,1,100,0,4,3
16,13882,2,204,319,20,157
16,96,2,245,418,6,1
16,98,2,245,418,9,1
16,140,1,100,0,12,3
16,142,2,245,418,9,1
16,142,1,100,0,13,3
16,92,2,245,418,8,1
16,94,2,245,418,7,1
16,104,2,245,418,7,1
16,94,2,245,418,6,1
16,104,2,245,418,6,1
16,142,1,100,0,4,3
16,142,2,245,418,7,1
16,138,2,245,418,9,1
16,90,2,245,418,7,1
16,158,2,245,418,9,1
16,13805,2,204,319,10,157
16,110,2,245,418,8,1
16,94,2,245,418,7,1
16,94,2,245,418,7,1
16,112,2,245,418,6,1
16,96,2,245,418,8,1
16,96,2,245,418,7,1
16,110,2,245,418,9,1
16,104,2,245,418,7,1
16,104,2,245,418,8,1
16,194,1,100,0,7,3
16,144,2,245,418,8,1
16,13907,2,204,319,17,157
16,102,2,245,418,9,1
16,142,1,100,0,20,3
16,122,1,100,0,21,3
16,150,2,245,418,7,1
16,156,1,100,0,15,3
16,154,2,245,418,7,1
16,108,2,245,418,8,1
16,110,1,100,0,25,3
16,138,2,245,418,7,1
16,90,2,245,418,8,1
16,130,2,245,418,8,1
16,139,1,100,0,22,3
16,478,2,245,418,7,1
16,13817,2,204,319,13,157
16,100,2,245,418,7,1
16,94,2,245,418,7,1
16,104,2,245,418,9,1
16,114,2,245,418,6,1
16,130,1,100,0,4,3
16,426,2,245,418,8,1
16,98,2,245,418,5,1
16,91,2,245,418,6,1
16,112,2,245,418,6,1
16,122,1,100,0,24,3
16,100,2,245,418,6,1
16,96,2,245,418,8,1
16,146,1,100,0,21,3
16,92,2,245,418,8,1
16,210,2,204,317,22,61
16,132,1,100,0,12,3
16,102,2,245,418,9,1
16,144,1,100,0,27,3
16,99,2,245,418,9,1
16,136,1,100,0,27,3
16,148,1,100,0,26,3
16,500,2,245,418,9,1
16,128,1,100,0,5,3
16,108,1,100,0,27,3
16,13847,2,204,319,13,157
16,94,2,245,418,6,1
16,102,2,245,418,8,1
16,88,2,245,418,6,1
16,548,2,204,317,11,61
16,126,2,245,418,8,1
16,140,1,100,0,27,3
16,13849,2,204,319,14,218
16,128,1,100,0,20,3
16,128,1,100,0,5,3
16,108,2,245,418,8,1
16,106,2,245,418,9,1
16,144,2,245,418,8,1
16,128,1,100,0,29,3
16,138,1,100,0,4,3
16,92,2,245,418,6,1
16,132,1,100,0,24,3
16,130,2,245,418,6,1
16,94,2,245,418,6,1
16,10240,2,204,319,19,141
16,120,2,245,418,6,1
16,454,2,245,418,7,1
16,156,1,100,0,24,3
16,112,2,245,418,8,1
16,5133,1,100,0,25,315
16,2208,2,207,127,11,85
16,178,1,100,0,18,3
16,130,1,100,0,29,3
16,92,2,245,418,6,1
16,109,2,245,418,5,1
16,100,2,245,418,7,1
16,93,2,245,418,8,1
16,142,2,245,418,6,1
16,110,1,100,0,4,3
16,132,1,100,0,24,3
16,142,1,100,0,25,3
16,128,1,100,0,25,3
16,96,2,245,418,10,1
16,140,2,245,418,9,1
16,172,2,245,418,9,1
16,13816,2,204,319,13,157
16,842,2,245,418,7,5
16,108,2,245,418,9,1
16,14,1,104,0,10,22
16,146,1,100,0,29,3
16,120,2,245,418,8,1
16,102,2,245,418,8,1
16,108,2,245,418,9,1
16,438,2,245,418,9,1
16,498,2,245,418,9,5
16,90,2,245,418,5,1
16,94,2,245,418,6,1
16,236,1,100,0,9,3
16,116,2,245,418,9,1
16,106,2,245,418,7,1
16,92,2,245,418,8,1
16,102,2,245,418,8,1
16,397,2,245,418,9,4
16,108,2,245,418,6,1
16,104,2,245,418,7,1
16,158,1,100,0,28,3
16,152,1,100,0,17,3
16,90,2,245,418,9,1
16,100,2,245,418,7,1
16,110,2,245,418,8,1
16,120,2,245,418,9,1
16,104,2,245,418,8,1
16,94,2,245,418,5,1
16,122,1,100,0,5,3
16,274,1,100,0,7,3
16,110,2,245,418,8,1
16,104,2,245,418,7,1
16,98,2,245,418,9,1
16,13819,2,204,319,16,157
16,102,2,245,418,8,1
16,5126,1,100,0,26,313
16,110,1,100,0,23,3
16,144,1,100,0,28,3
16,124,1,100,0,4,3
16,154,1,100,0,27,3
16,106,2,245,418,8,1
16,90,2,245,418,8,1
16,250,1,100,0,7,3
16,120,2,245,418,7,1
16,122,1,100,0,26,3
16,112,1,100,0,16,3
16,204,2,204,317,12,61
16,102,2,245,418,9,1
16,110,2,245,418,7,1
16,103,2,245,418,6,1
16,13855,2,204,319,19,157
16,122,1,100,0,27,3
16,114,1,100,0,4,3
16,120,2,245,418,7,1
16,116,2,245,418,7,1
16,164,1,100,0,5,3
16,142,1,100,0,4,3
16,134,2,245,418,8,1
16,130,2,245,418,9,1
16,98,2,245,418,7,1
16,136,1,100,0,21,3
16,92,2,245,418,8,1
16,102,2,245,418,7,1
16,138,2,245,418,9,1
16,10301,2,204,319,21,141
16,13470,2,204,319,11,153
16,152,1,100,0,28,3
16,92,2,245,418,8,1
16,144,1,100,0,5,3
16,124,1,100,0,29,3
16,124,2,245,418,6,1
16,92,2,245,418,7,1
16,94,2,245,418,8,1
16,116,1,100,0,20,3
16,142,1,100,0,21,3
16,136,1,100,0,22,3
16,108,2,245,418,8,1
16,142,1,100,0,23,3
16,90,2,245,418,7,1
16,212,2,204,317,10,61
16,134,1,100,0,29,3
16,218,2,204,317,21,61
16,96,2,245,418,9,1
16,13890,2,204,319,19,157
16,124,1,100,0,27,3
16,3699,2,204,319,10,88
16,114,2,245,418,6,1
16,146,2,245,418,8,1
16,124,2,245,418,6,1
16,98,2,245,418,7,1
16,125,1,100,0,4,3
16,106,2,245,418,7,1
16,102,2,245,418,6,1
16,98,2,245,418,8,1
16,142,1,100,0,21,3
16,140,1,100,0,23,3
16,160,2,245,418,8,1
16,92,2,245,418,6,1
16,168,2,245,418,7,1
16,422,2,245,418,6,1
16,96,2,245,418,8,1
16,98,2,245,418,8,1
16,92,2,245,418,7,1
16,408,1,100,0,12,15
16,142,1,100,0,28,3
16,98,2,245,418,10,1
16,118,1,100,0,17,3
16,152,2,245,418,9,1
16,100,2,245,418,9,1
16,546,2,204,317,16,61
16,128,1,100,0,5,3
16,146,2,245,418,9,1
16,13797,2,204,319,18,157
16,174,1,100,0,13,3
16,90,2,245,418,6,1
16,102,2,245,418,8,1
16,139,2,245,418,8,1
16,135,1,100,0,25,3
16,192,1,100,0,20,3
16,175,2,245,418,9,1
16,102,2,245,418,9,1
16,130,1,100,0,12,3
16,108,2,245,418,7,1
16,100,2,245,418,8,1
16,439,2,245,418,6,5
16,13818,2,204,319,18,157
16,106,1,100,0,29,3
16,140,1,100,0,18,3
16,104,2,245,418,9,1
16,146,2,245,418,6,1
16,124,1,100,0,5,3
16,156,1,100,0,4,3
16,118,2,245,418,9,1
16,134,1,100,0,26,3
16,194,2,245,418,9,1
16,106,2,245,418,9,1
16,120,1,100,0,12,3
16,152,2,245,418,6,1
16,98,2,245,418,6,1
16,112,1,100,0,4,3
16,136,2,245,418,7,1
16,134,1,100,0,24,3
16,104,2,245,418,7,1
16,88,2,245,418,5,1
16,114,2,245,418,9,1
16,98,2,245,418,8,1
16,150,1,100,0,13,3
16,94,2,245,418,8,1
16,632,1,100,0,27,3
16,88,2,245,418,6,1
16,100,2,245,418,9,1
16,216,2,245,418,7,1
16,110,2,245,418,7,1
16,138,1,100,0,27,3
16,130,1,100,0,4,3
16,88,2,245,418,7,1
16,154,2,245,418,7,1
16,137,2,245,418,6,1
16,130,1,100,0,24,3
16,110,2,245,418,8,1
16,13841,2,204,319,13,157
16,148,2,245,418,9,1
16,13821,2,204,319,13,157
16,96,2,245,418,7,1
16,136,1,100,0,22,3
16,144,1,100,0,4,3
16,120,1,100,0,4,3
16,94,2,245,418,6,1
16,102,2,245,418,9,1
16,13846,2,204,319,11,157
16,104,2,245,418,6,1
16,104,2,245,418,9,1
16,140,1,100,0,22,3
16,166,2,245,418,6,1
16,150,1,100,0,24,3
16,104,2,245,418,7,1
16,98,2,245,418,8,1
16,126,1,100,0,5,3
16,146,1,100,0,4,3
16,88,2,245,418,6,1
16,100,2,245,418,5,1
16,150,2,245,418,7,1
16,118,2,245,418,6,1
16,114,2,245,418,7,1
16,140,1,100,0,5,3
16,140,1,100,0,4,3
16,640,1,100,0,26,15
16,142,2,245,418,9,1
16,134,2,245,418,7,1
16,108,2,245,418,8,1
16,94,2,245,418,9,1
16,94,2,245,418,7,1
16,110,1,100,0,4,3
16,140,1,100,0,29,3
16,13421,2,204,319,12,153
16,448,2,245,418,9,1
16,134,1,100,0,4,3
16,106,1,100,0,27,3
16,90,2,245,418,6,1
16,100,2,245,418,8,1
16,132,1,100,0,21,3
16,160,1,100,0,18,3
16,104,2,245,418,7,1
16,172,1,100,0,24,3
16,92,2,245,418,7,1
16,136,1,100,0,28,3
16,108,1,100,0,4,3
16,126,1,100,0,4,3
16,128,1,100,0,4,3
16,112,2,245,418,7,1
16,118,2,245,418,7,1
16,94,2,245,418,6,1
16,98,2,245,418,9,1
16,107,2,245,418,9,1
16,132,2,245,418,6,1
16,150,1,100,0,5,3
16,112,2,245,418,7,1
16,102,2,245,418,9,1
16,118,2,245,418,8,1
16,92,2,245,418,8,1
16,426,2,245,418,7,1
16,114,2,245,418,8,1
16,164,2,245,418,6,1
16,92,2,245,418,7,1
16,168,1,100,0,5,3
16,92,2,245,418,8,1
16,134,1,100,0,13,3
16,168,1,100,0,12,3
16,140,1,100,0,4,3
16,134,1,100,0,5,3
16,144,1,100,0,28,3
16,136,2,245,418,9,1
16,196,1,100,0,5,3
16,145,1,100,0,19,3
16,154,1,100,0,26,3
16,110,2,245,418,6,1
16,101,2,245,418,8,1
16,144,2,245,418,10,1
16,104,2,245,418,6,1
16,106,2,245,418,9,1
16,88,2,245,418,6,1
16,130,1,100,0,5,3
16,102,2,245,418,8,1
16,92,2,245,418,6,1
16,98,2,245,418,7,1
16,100,2,245,418,6,1
16,132,1,100,0,28,3
16,136,1,100,0,19,3
16,138,1,100,0,19,3
16,114,2,245,418,8,1
16,146,1,100,0,12,3
16,114,2,245,418,6,1
16,108,2,245,418,7,1
16,186,2,245,418,8,1
16,13802,2,204,319,25,157
16,440,2,245,418,9,1
16,124,1,100,0,4,3
16,154,1,100,0,24,3
16,150,1,100,0,12,3
16,108,2,245,418,9,1
16,13814,2,204,319,16,157
16,420,2,245,418,8,1
16,100,2,245,418,9,1
16,108,2,245,418,9,1
16,13396,2,204,319,17,153
16,104,2,245,418,10,1
16,114,2,245,418,8,1
16,96,2,245,418,8,1
16,104,2,245,418,9,1
16,96,2,245,418,8,1
16,98,2,245,418,7,1
16,98,2,245,418,7,1
16,170,2,245,418,9,1
16,117,1,100,0,4,3
16,90,2,245,418,7,1
16,132,1,100,0,5,3
16,214,1,100,0,11,20
16,150,1,100,0,4,3
16,160,1,100,0,29,3
16,172,2,245,418,8,1
16,138,1,100,0,4,3
16,98,2,245,418,10,1
16,100,2,245,418,8,1
16,100,2,245,418,9,1
16,13839,2,204,319,10,157
16,92,2,245,418,6,1
16,90,2,245,418,8,1
16,246,2,204,317,16,63
16,240,2,204,317,14,61
16,140,1,100,0,4,3
16,108,2,245,418,9,1
16,120,1,100,0,27,3
16,134,2,245,418,8,1
16,136,1,100,0,14,3
16,464,2,245,418,9,1
16,140,1,100,0,4,3
16,154,2,245,418,9,1
16,172,2,245,418,7,1
16,13874,2,204,319,10,157
16,136,2,245,418,9,1
16,140,1,100,0,4,3
16,148,1,100,0,29,3
16,214,2,245,418,7,1
16,92,2,245,418,7,1
16,141,2,245,418,9,1
16,110,2,245,418,9,1
16,102,2,245,418,7,1
16,104,2,245,418,6,1
16,88,2,245,418,7,1
16,88,2,245,418,7,1
16,92,2,245,418,5,1
16,142,1,100,0,17,3
16,104,2,245,418,7,1
16,120,2,245,418,6,1
16,116,2,245,418,9,1
16,144,1,100,0,28,3
16,68,1,100,0,25,9
16,100,2,245,418,7,1
16,94,2,245,418,5,1
16,492,2,245,418,8,1
16,146,2,245,418,6,1
16,136,1,100,0,4,3
16,120,1,100,0,16,3
16,106,2,245,418,10,1
16,124,1,100,0,22,3
16,122,1,100,0,4,3
16,106,1,100,0,4,3
16,100,2,245,418,7,1
16,158,1,100,0,4,3
16,112,2,245,418,7,1
16,136,1,100,0,22,3
16,116,2,245,418,6,1
16,100,2,245,418,9,1
16,188,2,245,418,9,1
16,92,2,245,418,7,1
16,14,2,245,418,6,2
16,94,2,245,418,8,1
16,90,2,245,418,10,1
16,13875,2,204,319,10,157
16,106,2,245,418,9,1
16,120,1,100,0,5,3
16,138,1,100,0,4,3
16,168,2,245,418,6,1
16,98,2,245,418,7,1
16,106,2,245,418,7,1
16,140,2,245,418,6,1
16,92,2,245,418,6,1
16,106,2,245,418,6,1
16,110,2,245,418,7,1
16,109,2,245,418,7,1
16,140,2,245,418,8,1
16,150,2,245,418,7,1
16,422,2,245,418,6,1
16,122,1,100,0,24,3
16,92,2,245,418,9,1
16,96,2,245,418,7,1
16,13447,2,204,319,13,153
16,100,2,245,418,8,1
16,114,1,100,0,4,3
16,100,2,245,418,9,1
16,100,2,245,418,8,1
16,116,2,245,418,9,1
16,130,2,245,418,7,1
16,98,2,245,418,8,1
16,106,2,245,418,8,1
16,106,2,245,418,8,1
16,144,1,100,0,20,3
16,128,1,100,0,27,3
16,108,2,245,418,9,1
16,120,1,100,0,4,3
16,94,2,245,418,6,1
16,156,1,100,0,15,3
16,106,1,100,0,5,3
16,104,2,245,418,7,1
16,94,2,245,418,8,1
16,92,2,245,418,8,1
16,13907,2,204,319,10,157
16,96,2,245,418,6,1
16,92,2,245,418,10,1
16,96,2,245,418,6,1
16,98,2,245,418,6,1
16,102,2,245,418,8,1
16,94,2,245,418,9,1
16,146,1,100,0,14,3
16,506,1,100,0,24,15
16,92,2,245,418,8,1
16,13818,2,204,319,11,157
16,102,2,245,418,6,1
16,122,1,100,0,4,3
16,194,1,100,0,7,3
16,108,2,245,418,8,1
16,13531,2,204,319,10,157
16,92,2,245,418,6,1
16,256,1,100,0,9,3
16,124,2,245,418,6,1
16,178,2,245,418,8,1
16,126,2,245,418,6,1
16,128,2,245,418,9,1
16,314,1,100,0,19,16
16,106,2,245,418,7,1
16,7176,2,204,319,17,121
16,158,2,245,418,8,1
16,106,2,245,418,7,1
16,92,2,245,418,8,1
16,107,2,245,418,8,1
16,96,2,245,418,6,1
16,100,2,245,418,7,1
16,94,2,245,418,6,1
16,142,1,100,0,18,3
16,103,2,245,418,6,1
16,124,1,100,0,27,3
16,120,1,100,0,4,3
16,148,1,100,0,15,3
16,102,2,245,418,8,1
16,146,1,100,0,4,3
16,124,1,100,0,22,3
16,104,2,245,418,6,1
16,210,1,100,0,28,58
16,162,1,100,0,13,3
16,92,2,245,418,7,1
16,140,1,100,0,20,3
16,7063,2,204,319,15,110
16,106,2,245,418,6,1
16,126,1,100,0,15,3
16,432,2,245,418,8,1
16,174,2,245,418,7,1
16,558,2,204,317,14,61
16,136,2,245,418,6,1
16,110,2,245,418,9,1
16,104,2,245,418,6,4
16,102,2,245,418,7,1
16,90,2,245,418,5,1
16,96,2,245,418,6,1
16,494,2,245,418,8,1
16,128,1,100,0,23,3
16,92,2,245,418,8,1
16,104,2,245,418,7,1
16,13833,2,204,319,12,157
16,102,2,245,418,7,1
16,100,2,245,418,9,1
16,214,2,204,317,10,61
16,96,2,245,418,8,1
16,92,2,245,418,8,1
16,78,1,100,0,16,9
16,142,1,100,0,20,3
16,100,2,245,418,5,1
16,110,2,245,418,8,1
16,102,2,245,418,6,1
16,130,1,100,0,25,3
16,104,2,245,418,7,1
16,96,2,245,418,8,1
16,358,2,245,418,8,4
16,108,2,245,418,7,1
16,110,2,245,418,9,1
16,110,2,245,418,8,1
16,92,2,245,418,9,1
16,116,2,245,418,8,1
16,13567,2,204,319,11,157
16,13887,2,204,319,12,157
16,120,1,100,0,4,3
16,13889,2,204,319,29,157
16,94,2,245,418,5,1
16,94,2,245,418,6,1
16,130,1,100,0,25,3
16,13814,2,204,319,29,157
16,176,1,100,0,15,3
16,92,2,245,418,8,1
16,90,2,245,418,8,1
16,13882,2,204,319,12,157
16,106,2,245,418,9,1
16,104,2,245,418,8,1
16,110,2,245,418,9,1
16,146,1,100,0,5,3
16,90,2,245,418,7,1
16,105,2,245,418,10,1
16,150,1,100,0,27,3
16,112,2,245,418,8,1
16,13888,2,204,319,21,157
16,13891,2,204,319,14,157
16,110,2,245,418,8,1
16,308,1,100,0,17,16
16,98,2,245,418,6,1
16,98,2,245,418,6,1
16,13813,2,204,319,10,157
16,13882,2,204,319,29,157
16,434,2,245,418,8,1
16,10222,2,204,319,23,141
16,136,2,245,418,7,1
16,200,1,100,0,5,3
16,148,2,245,418,8,1
16,96,2,245,418,7,1
16,154,1,100,0,20,3
16,114,2,245,418,8,1
16,94,2,245,418,7,1
16,140,1,100,0,4,3
16,126,2,245,418,8,1
16,104,2,245,418,7,1
16,13862,2,204,319,21,157
16,13396,2,204,319,20,153
16,136,1,100,0,28,3
16,126,1,100,0,25,3
16,140,2,245,418,7,1
16,166,2,245,418,7,1
16,108,2,245,418,8,1
16,13832,2,204,319,15,157
16,146,1,100,0,23,3
16,13817,2,204,319,10,157
16,114,2,245,418,8,1
16,106,2,245,418,9,1
16,100,2,245,418,10,1
16,158,1,100,0,26,3
16,110,2,245,418,6,1
16,160,1,100,0,17,3
16,126,2,245,418,9,1
16,480,2,245,418,8,1
16,96,2,245,418,9,1
16,138,1,100,0,4,3
16,90,2,245,418,6,1
16,13819,2,204,319,12,157
16,102,2,245,418,9,1
16,108,2,245,418,7,1
16,3141,1,100,0,28,315
16,164,1,100,0,13,3
16,128,2,245,418,5,1
16,130,1,100,0,23,3
16,104,2,245,418,10,1
16,100,2,245,418,10,1
16,230,2,204,317,14,62
16,88,1,100,0,13,9
16,104,2,245,418,7,1
16,96,2,245,418,5,1
16,144,1,100,0,25,3
16,126,1,100,0,22,3
16,148,1,100,0,12,3
16,24849,2,204,319,11,258
16,10,2,245,418,10,2
16,92,2,245,418,8,1
16,132,1,100,0,4,3
16,5120,1,100,0,25,315
16,124,1,100,0,18,3
16,130,1,100,0,23,3
16,107,2,245,418,6,1
16,106,2,245,418,7,1
16,356,1,100,0,6,3
16,528,2,245,418,8,1
16,158,1,100,0,16,3
16,96,2,245,418,8,1
16,110,2,245,418,7,1
16,188,1,100,0,22,20
16,138,1,100,0,4,3
16,100,2,245,418,5,1
16,104,2,245,418,7,1
16,92,2,245,418,8,1
16,126,2,245,418,6,1
16,220,2,204,317,11,61
16,136,1,100,0,27,3
